State,Transaction_Year,Quarter,District,RegisteredUsers,latitude,longitude
maharashtra,2018,2,ahmednagar district,268520,19.75148,75.713888
maharashtra,2018,2,pune district,1592293,19.75148,75.713888
maharashtra,2018,2,beed district,102259,19.75148,75.713888
maharashtra,2018,2,satara district,159146,19.75148,75.713888
maharashtra,2018,3,jalgaon district,263135,19.75148,75.713888
maharashtra,2018,3,latur district,170128,19.75148,75.713888
maharashtra,2018,3,thane district,1104206,19.75148,75.713888
maharashtra,2018,3,bhandara district,68672,19.75148,75.713888
maharashtra,2018,3,nandurbar district,49904,19.75148,75.713888
maharashtra,2018,3,chandrapur district,119898,19.75148,75.713888
maharashtra,2018,3,kolhapur district,292239,19.75148,75.713888
maharashtra,2018,3,solapur district,331428,19.75148,75.713888
maharashtra,2018,3,mumbai district,410878,19.75148,75.713888
maharashtra,2018,3,sindhudurg district,35352,19.75148,75.713888
maharashtra,2018,3,dhule district,110815,19.75148,75.713888
maharashtra,2018,3,wardha district,80412,19.75148,75.713888
maharashtra,2018,3,parbhani district,94341,19.75148,75.713888
maharashtra,2018,3,mumbai suburban district,1218632,19.75148,75.713888
maharashtra,2018,3,hingoli district,48279,19.75148,75.713888
maharashtra,2018,3,ratnagiri district,61998,19.75148,75.713888
maharashtra,2018,3,nanded district,168414,19.75148,75.713888
maharashtra,2018,3,osmanabad district,93240,19.75148,75.713888
maharashtra,2018,3,nagpur district,487280,19.75148,75.713888
maharashtra,2018,3,buldhana district,145183,19.75148,75.713888
maharashtra,2018,3,nashik district,552556,19.75148,75.713888
maharashtra,2018,3,akola district,96221,19.75148,75.713888
maharashtra,2018,3,yavatmal district,102034,19.75148,75.713888
maharashtra,2018,3,aurangabad district,428394,19.75148,75.713888
maharashtra,2018,3,amravati district,170913,19.75148,75.713888
maharashtra,2018,3,washim district,51549,19.75148,75.713888
maharashtra,2018,3,sangli district,189937,19.75148,75.713888
maharashtra,2018,3,gadchiroli district,38429,19.75148,75.713888
maharashtra,2018,3,raigad district,308594,19.75148,75.713888
maharashtra,2018,3,palghar district,312322,19.75148,75.713888
maharashtra,2018,3,jalna district,102291,19.75148,75.713888
maharashtra,2018,3,gondia district,67233,19.75148,75.713888
maharashtra,2018,3,ahmednagar district,344804,19.75148,75.713888
maharashtra,2018,3,pune district,1974138,19.75148,75.713888
maharashtra,2018,3,beed district,132639,19.75148,75.713888
maharashtra,2018,3,satara district,208545,19.75148,75.713888
maharashtra,2018,4,jalgaon district,325677,19.75148,75.713888
maharashtra,2018,4,latur district,212030,19.75148,75.713888
maharashtra,2018,4,thane district,1473811,19.75148,75.713888
maharashtra,2018,4,bhandara district,86513,19.75148,75.713888
maharashtra,2018,4,nandurbar district,64012,19.75148,75.713888
maharashtra,2018,4,chandrapur district,149712,19.75148,75.713888
maharashtra,2018,4,kolhapur district,372286,19.75148,75.713888
maharashtra,2018,4,solapur district,419060,19.75148,75.713888
maharashtra,2018,4,mumbai district,543353,19.75148,75.713888
maharashtra,2018,4,sindhudurg district,47259,19.75148,75.713888
maharashtra,2018,4,dhule district,140033,19.75148,75.713888
maharashtra,2018,4,wardha district,100626,19.75148,75.713888
maharashtra,2018,4,parbhani district,117401,19.75148,75.713888
maharashtra,2018,4,mumbai suburban district,1578487,19.75148,75.713888
maharashtra,2018,4,hingoli district,60769,19.75148,75.713888
maharashtra,2018,4,ratnagiri district,82907,19.75148,75.713888
maharashtra,2018,4,nanded district,212108,19.75148,75.713888
maharashtra,2018,4,osmanabad district,119476,19.75148,75.713888
maharashtra,2018,4,nagpur district,627317,19.75148,75.713888
maharashtra,2018,4,buldhana district,183255,19.75148,75.713888
maharashtra,2018,4,nashik district,698343,19.75148,75.713888
maharashtra,2018,4,akola district,121472,19.75148,75.713888
maharashtra,2018,4,yavatmal district,129352,19.75148,75.713888
maharashtra,2018,4,aurangabad district,534477,19.75148,75.713888
maharashtra,2018,4,amravati district,213417,19.75148,75.713888
maharashtra,2018,4,washim district,65005,19.75148,75.713888
maharashtra,2018,4,sangli district,241022,19.75148,75.713888
maharashtra,2018,4,gadchiroli district,48456,19.75148,75.713888
maharashtra,2018,4,raigad district,405733,19.75148,75.713888
maharashtra,2018,4,palghar district,414825,19.75148,75.713888
maharashtra,2018,4,jalna district,129656,19.75148,75.713888
maharashtra,2018,4,gondia district,83706,19.75148,75.713888
maharashtra,2018,4,ahmednagar district,439246,19.75148,75.713888
maharashtra,2018,4,pune district,2498852,19.75148,75.713888
maharashtra,2018,4,beed district,170917,19.75148,75.713888
maharashtra,2018,4,satara district,271031,19.75148,75.713888
maharashtra,2019,1,jalgaon district,383547,19.75148,75.713888
maharashtra,2019,1,latur district,250662,19.75148,75.713888
maharashtra,2019,1,thane district,1834051,19.75148,75.713888
maharashtra,2019,1,bhandara district,103514,19.75148,75.713888
maharashtra,2019,1,nandurbar district,77352,19.75148,75.713888
maharashtra,2019,1,chandrapur district,178696,19.75148,75.713888
maharashtra,2019,1,kolhapur district,454858,19.75148,75.713888
maharashtra,2019,1,solapur district,505662,19.75148,75.713888
maharashtra,2019,1,mumbai district,670094,19.75148,75.713888
maharashtra,2019,1,sindhudurg district,58911,19.75148,75.713888
maharashtra,2019,1,dhule district,166252,19.75148,75.713888
maharashtra,2019,1,wardha district,120193,19.75148,75.713888
maharashtra,2019,1,parbhani district,138597,19.75148,75.713888
maharashtra,2019,1,mumbai suburban district,1901210,19.75148,75.713888
maharashtra,2019,1,hingoli district,72615,19.75148,75.713888
maharashtra,2019,1,ratnagiri district,103057,19.75148,75.713888
maharashtra,2019,1,nanded district,252342,19.75148,75.713888
maharashtra,2019,1,osmanabad district,145109,19.75148,75.713888
maharashtra,2019,1,nagpur district,765612,19.75148,75.713888
maharashtra,2019,1,buldhana district,218739,19.75148,75.713888
maharashtra,2019,1,nashik district,853648,19.75148,75.713888
maharashtra,2019,1,akola district,144784,19.75148,75.713888
maharashtra,2019,1,yavatmal district,155775,19.75148,75.713888
maharashtra,2019,1,aurangabad district,644687,19.75148,75.713888
maharashtra,2019,1,amravati district,260174,19.75148,75.713888
maharashtra,2019,1,washim district,78091,19.75148,75.713888
maharashtra,2019,1,sangli district,291314,19.75148,75.713888
maharashtra,2019,1,gadchiroli district,57518,19.75148,75.713888
maharashtra,2019,1,raigad district,509108,19.75148,75.713888
maharashtra,2019,1,palghar district,521918,19.75148,75.713888
maharashtra,2019,1,jalna district,156361,19.75148,75.713888
maharashtra,2019,1,gondia district,98644,19.75148,75.713888
maharashtra,2019,1,ahmednagar district,532651,19.75148,75.713888
maharashtra,2019,1,pune district,3038402,19.75148,75.713888
maharashtra,2019,1,beed district,207350,19.75148,75.713888
maharashtra,2019,1,satara district,332953,19.75148,75.713888
maharashtra,2019,2,jalgaon district,433653,19.75148,75.713888
maharashtra,2019,2,latur district,284135,19.75148,75.713888
maharashtra,2019,2,thane district,2118406,19.75148,75.713888
maharashtra,2019,2,bhandara district,118943,19.75148,75.713888
maharashtra,2019,2,nandurbar district,89105,19.75148,75.713888
maharashtra,2019,2,chandrapur district,204382,19.75148,75.713888
maharashtra,2019,2,kolhapur district,526335,19.75148,75.713888
maharashtra,2019,2,solapur district,581443,19.75148,75.713888
maharashtra,2019,2,mumbai district,785480,19.75148,75.713888
maharashtra,2019,2,sindhudurg district,70229,19.75148,75.713888
maharashtra,2019,2,dhule district,188514,19.75148,75.713888
maharashtra,2019,2,wardha district,137995,19.75148,75.713888
maharashtra,2019,2,parbhani district,156183,19.75148,75.713888
maharashtra,2019,2,mumbai suburban district,2151657,19.75148,75.713888
maharashtra,2019,2,hingoli district,82935,19.75148,75.713888
maharashtra,2019,2,ratnagiri district,122555,19.75148,75.713888
maharashtra,2019,2,nanded district,286168,19.75148,75.713888
maharashtra,2019,2,osmanabad district,168641,19.75148,75.713888
maharashtra,2019,2,nagpur district,887042,19.75148,75.713888
maharashtra,2019,2,buldhana district,248759,19.75148,75.713888
maharashtra,2019,2,nashik district,995687,19.75148,75.713888
maharashtra,2019,2,akola district,165680,19.75148,75.713888
maharashtra,2019,2,yavatmal district,179544,19.75148,75.713888
maharashtra,2019,2,aurangabad district,736863,19.75148,75.713888
maharashtra,2019,2,amravati district,308694,19.75148,75.713888
maharashtra,2019,2,washim district,89639,19.75148,75.713888
maharashtra,2019,2,sangli district,337602,19.75148,75.713888
maharashtra,2019,2,gadchiroli district,66341,19.75148,75.713888
maharashtra,2019,2,raigad district,594675,19.75148,75.713888
maharashtra,2019,2,palghar district,608184,19.75148,75.713888
maharashtra,2019,2,jalna district,180668,19.75148,75.713888
maharashtra,2019,2,gondia district,111756,19.75148,75.713888
maharashtra,2019,2,ahmednagar district,614812,19.75148,75.713888
maharashtra,2019,2,pune district,3514081,19.75148,75.713888
maharashtra,2019,2,beed district,239775,19.75148,75.713888
maharashtra,2019,2,satara district,390414,19.75148,75.713888
maharashtra,2019,3,jalgaon district,484320,19.75148,75.713888
maharashtra,2019,3,latur district,317568,19.75148,75.713888
maharashtra,2019,3,thane district,2396815,19.75148,75.713888
maharashtra,2019,3,bhandara district,133936,19.75148,75.713888
maharashtra,2019,3,nandurbar district,100724,19.75148,75.713888
maharashtra,2019,3,chandrapur district,230287,19.75148,75.713888
maharashtra,2019,3,kolhapur district,596174,19.75148,75.713888
maharashtra,2019,3,solapur district,656265,19.75148,75.713888
maharashtra,2019,3,mumbai district,889541,19.75148,75.713888
maharashtra,2019,3,sindhudurg district,80642,19.75148,75.713888
maharashtra,2019,3,dhule district,210268,19.75148,75.713888
maharashtra,2019,3,wardha district,155318,19.75148,75.713888
maharashtra,2019,3,parbhani district,176060,19.75148,75.713888
maharashtra,2019,3,mumbai suburban district,2407754,19.75148,75.713888
maharashtra,2019,3,hingoli district,92993,19.75148,75.713888
maharashtra,2019,3,ratnagiri district,141611,19.75148,75.713888
maharashtra,2019,3,nanded district,320624,19.75148,75.713888
maharashtra,2019,3,osmanabad district,190762,19.75148,75.713888
maharashtra,2019,3,nagpur district,1015333,19.75148,75.713888
maharashtra,2019,3,buldhana district,277803,19.75148,75.713888
maharashtra,2019,3,nashik district,1155897,19.75148,75.713888
maharashtra,2019,3,akola district,188557,19.75148,75.713888
maharashtra,2019,3,yavatmal district,204051,19.75148,75.713888
maharashtra,2019,3,aurangabad district,841802,19.75148,75.713888
maharashtra,2019,3,amravati district,356494,19.75148,75.713888
maharashtra,2019,3,washim district,101077,19.75148,75.713888
maharashtra,2019,3,sangli district,381166,19.75148,75.713888
maharashtra,2019,3,gadchiroli district,74415,19.75148,75.713888
maharashtra,2019,3,raigad district,679155,19.75148,75.713888
maharashtra,2019,3,palghar district,691229,19.75148,75.713888
maharashtra,2019,3,jalna district,208117,19.75148,75.713888
maharashtra,2019,3,gondia district,124708,19.75148,75.713888
maharashtra,2019,3,ahmednagar district,705492,19.75148,75.713888
maharashtra,2019,3,pune district,4004991,19.75148,75.713888
maharashtra,2019,3,beed district,272488,19.75148,75.713888
maharashtra,2019,3,satara district,448644,19.75148,75.713888
maharashtra,2019,4,jalgaon district,544543,19.75148,75.713888
maharashtra,2019,4,latur district,356834,19.75148,75.713888
maharashtra,2019,4,thane district,2638051,19.75148,75.713888
maharashtra,2019,4,bhandara district,149568,19.75148,75.713888
maharashtra,2019,4,nandurbar district,114409,19.75148,75.713888
maharashtra,2019,4,chandrapur district,259318,19.75148,75.713888
maharashtra,2019,4,kolhapur district,667401,19.75148,75.713888
maharashtra,2019,4,solapur district,736907,19.75148,75.713888
maharashtra,2019,4,mumbai district,973018,19.75148,75.713888
maharashtra,2019,4,sindhudurg district,91544,19.75148,75.713888
maharashtra,2019,4,dhule district,236666,19.75148,75.713888
maharashtra,2019,4,wardha district,173768,19.75148,75.713888
maharashtra,2019,4,parbhani district,199870,19.75148,75.713888
maharashtra,2019,4,mumbai suburban district,2630360,19.75148,75.713888
maharashtra,2019,4,hingoli district,105533,19.75148,75.713888
maharashtra,2019,4,ratnagiri district,161019,19.75148,75.713888
maharashtra,2019,4,nanded district,365279,19.75148,75.713888
maharashtra,2019,4,osmanabad district,216991,19.75148,75.713888
maharashtra,2019,4,nagpur district,1134480,19.75148,75.713888
maharashtra,2019,4,buldhana district,314734,19.75148,75.713888
maharashtra,2019,4,nashik district,1304611,19.75148,75.713888
maharashtra,2019,4,akola district,213840,19.75148,75.713888
maharashtra,2019,4,yavatmal district,232610,19.75148,75.713888
maharashtra,2019,4,aurangabad district,947081,19.75148,75.713888
maharashtra,2019,4,amravati district,403858,19.75148,75.713888
maharashtra,2019,4,washim district,114788,19.75148,75.713888
maharashtra,2019,4,sangli district,430878,19.75148,75.713888
maharashtra,2019,4,gadchiroli district,83722,19.75148,75.713888
maharashtra,2019,4,raigad district,754910,19.75148,75.713888
maharashtra,2019,4,palghar district,767925,19.75148,75.713888
maharashtra,2019,4,jalna district,240006,19.75148,75.713888
maharashtra,2019,4,gondia district,139401,19.75148,75.713888
maharashtra,2019,4,ahmednagar district,805271,19.75148,75.713888
maharashtra,2019,4,pune district,4416899,19.75148,75.713888
maharashtra,2019,4,beed district,310864,19.75148,75.713888
maharashtra,2019,4,satara district,508340,19.75148,75.713888
maharashtra,2020,1,jalgaon district,605036,19.75148,75.713888
maharashtra,2020,1,latur district,398366,19.75148,75.713888
maharashtra,2020,1,thane district,2878073,19.75148,75.713888
maharashtra,2020,1,bhandara district,165915,19.75148,75.713888
maharashtra,2020,1,nandurbar district,128739,19.75148,75.713888
maharashtra,2020,1,chandrapur district,291058,19.75148,75.713888
maharashtra,2020,1,kolhapur district,738677,19.75148,75.713888
maharashtra,2020,1,solapur district,821512,19.75148,75.713888
maharashtra,2020,1,mumbai district,1054509,19.75148,75.713888
maharashtra,2020,1,sindhudurg district,102279,19.75148,75.713888
maharashtra,2020,1,dhule district,263999,19.75148,75.713888
maharashtra,2020,1,wardha district,193238,19.75148,75.713888
maharashtra,2020,1,parbhani district,225598,19.75148,75.713888
maharashtra,2020,1,mumbai suburban district,2843378,19.75148,75.713888
maharashtra,2020,1,hingoli district,119554,19.75148,75.713888
maharashtra,2020,1,ratnagiri district,181890,19.75148,75.713888
maharashtra,2020,1,nanded district,412138,19.75148,75.713888
maharashtra,2020,1,osmanabad district,245431,19.75148,75.713888
maharashtra,2020,1,nagpur district,1251510,19.75148,75.713888
maharashtra,2020,1,buldhana district,353711,19.75148,75.713888
maharashtra,2020,1,nashik district,1448324,19.75148,75.713888
maharashtra,2020,1,akola district,239492,19.75148,75.713888
maharashtra,2020,1,yavatmal district,264447,19.75148,75.713888
maharashtra,2020,1,aurangabad district,1046306,19.75148,75.713888
maharashtra,2020,1,amravati district,452583,19.75148,75.713888
maharashtra,2020,1,washim district,129675,19.75148,75.713888
maharashtra,2020,1,sangli district,482269,19.75148,75.713888
maharashtra,2020,1,gadchiroli district,93237,19.75148,75.713888
maharashtra,2020,1,raigad district,830643,19.75148,75.713888
maharashtra,2020,1,palghar district,848560,19.75148,75.713888
maharashtra,2020,1,jalna district,273333,19.75148,75.713888
maharashtra,2020,1,gondia district,154128,19.75148,75.713888
maharashtra,2020,1,ahmednagar district,905962,19.75148,75.713888
maharashtra,2020,1,pune district,4802397,19.75148,75.713888
maharashtra,2020,1,beed district,352440,19.75148,75.713888
maharashtra,2020,1,satara district,569983,19.75148,75.713888
maharashtra,2020,2,jalgaon district,674333,19.75148,75.713888
maharashtra,2020,2,latur district,442532,19.75148,75.713888
maharashtra,2020,2,thane district,3135101,19.75148,75.713888
maharashtra,2020,2,bhandara district,186624,19.75148,75.713888
maharashtra,2020,2,nandurbar district,148303,19.75148,75.713888
maharashtra,2020,2,chandrapur district,328119,19.75148,75.713888
maharashtra,2020,2,kolhapur district,814605,19.75148,75.713888
maharashtra,2020,2,solapur district,918756,19.75148,75.713888
maharashtra,2020,2,mumbai district,1141566,19.75148,75.713888
maharashtra,2020,2,sindhudurg district,116431,19.75148,75.713888
maharashtra,2020,2,dhule district,297518,19.75148,75.713888
maharashtra,2020,2,wardha district,215844,19.75148,75.713888
maharashtra,2020,2,parbhani district,256238,19.75148,75.713888
maharashtra,2020,2,mumbai suburban district,3060916,19.75148,75.713888
maharashtra,2020,2,hingoli district,137153,19.75148,75.713888
maharashtra,2020,2,ratnagiri district,207795,19.75148,75.713888
maharashtra,2020,2,nanded district,465427,19.75148,75.713888
maharashtra,2020,2,osmanabad district,276601,19.75148,75.713888
maharashtra,2020,2,nagpur district,1377642,19.75148,75.713888
maharashtra,2020,2,buldhana district,399816,19.75148,75.713888
maharashtra,2020,2,nashik district,1602650,19.75148,75.713888
maharashtra,2020,2,akola district,270559,19.75148,75.713888
maharashtra,2020,2,yavatmal district,304402,19.75148,75.713888
maharashtra,2020,2,aurangabad district,1142730,19.75148,75.713888
maharashtra,2020,2,amravati district,507916,19.75148,75.713888
maharashtra,2020,2,washim district,147446,19.75148,75.713888
maharashtra,2020,2,sangli district,537082,19.75148,75.713888
maharashtra,2020,2,gadchiroli district,104971,19.75148,75.713888
maharashtra,2020,2,raigad district,914900,19.75148,75.713888
maharashtra,2020,2,palghar district,947121,19.75148,75.713888
maharashtra,2020,2,jalna district,308894,19.75148,75.713888
maharashtra,2020,2,gondia district,173024,19.75148,75.713888
maharashtra,2020,2,ahmednagar district,1014520,19.75148,75.713888
maharashtra,2020,2,pune district,5144688,19.75148,75.713888
maharashtra,2020,2,beed district,406418,19.75148,75.713888
maharashtra,2020,2,satara district,636445,19.75148,75.713888
maharashtra,2020,3,jalgaon district,743569,19.75148,75.713888
maharashtra,2020,3,latur district,487737,19.75148,75.713888
maharashtra,2020,3,thane district,3401853,19.75148,75.713888
maharashtra,2020,3,bhandara district,204981,19.75148,75.713888
maharashtra,2020,3,nandurbar district,166410,19.75148,75.713888
maharashtra,2020,3,chandrapur district,363342,19.75148,75.713888
maharashtra,2020,3,kolhapur district,888115,19.75148,75.713888
maharashtra,2020,3,solapur district,1012518,19.75148,75.713888
maharashtra,2020,3,mumbai district,1234355,19.75148,75.713888
maharashtra,2020,3,sindhudurg district,130919,19.75148,75.713888
maharashtra,2020,3,dhule district,328830,19.75148,75.713888
maharashtra,2020,3,wardha district,237655,19.75148,75.713888
maharashtra,2020,3,parbhani district,285190,19.75148,75.713888
maharashtra,2020,3,mumbai suburban district,3304696,19.75148,75.713888
maharashtra,2020,3,hingoli district,153826,19.75148,75.713888
maharashtra,2020,3,ratnagiri district,232740,19.75148,75.713888
maharashtra,2020,3,nanded district,516629,19.75148,75.713888
maharashtra,2020,3,osmanabad district,306365,19.75148,75.713888
maharashtra,2020,3,nagpur district,1502777,19.75148,75.713888
maharashtra,2020,3,buldhana district,442520,19.75148,75.713888
maharashtra,2020,3,nashik district,1752191,19.75148,75.713888
maharashtra,2020,3,akola district,300191,19.75148,75.713888
maharashtra,2020,3,yavatmal district,339550,19.75148,75.713888
maharashtra,2020,3,aurangabad district,1244879,19.75148,75.713888
maharashtra,2020,3,amravati district,559554,19.75148,75.713888
maharashtra,2020,3,washim district,164636,19.75148,75.713888
maharashtra,2020,3,sangli district,592418,19.75148,75.713888
maharashtra,2020,3,gadchiroli district,116628,19.75148,75.713888
maharashtra,2020,3,raigad district,1001129,19.75148,75.713888
maharashtra,2020,3,palghar district,1034468,19.75148,75.713888
maharashtra,2020,3,jalna district,343751,19.75148,75.713888
maharashtra,2020,3,gondia district,189739,19.75148,75.713888
maharashtra,2020,3,ahmednagar district,1123648,19.75148,75.713888
maharashtra,2020,3,pune district,5546002,19.75148,75.713888
maharashtra,2020,3,beed district,454108,19.75148,75.713888
maharashtra,2020,3,satara district,701594,19.75148,75.713888
maharashtra,2020,4,jalgaon district,816922,19.75148,75.713888
maharashtra,2020,4,latur district,539386,19.75148,75.713888
maharashtra,2020,4,thane district,3727358,19.75148,75.713888
maharashtra,2020,4,bhandara district,224428,19.75148,75.713888
maharashtra,2020,4,nandurbar district,185364,19.75148,75.713888
maharashtra,2020,4,chandrapur district,402099,19.75148,75.713888
maharashtra,2020,4,kolhapur district,974585,19.75148,75.713888
maharashtra,2020,4,solapur district,1113260,19.75148,75.713888
maharashtra,2020,4,mumbai district,1347356,19.75148,75.713888
maharashtra,2020,4,sindhudurg district,147242,19.75148,75.713888
maharashtra,2020,4,dhule district,363024,19.75148,75.713888
maharashtra,2020,4,wardha district,261295,19.75148,75.713888
maharashtra,2020,4,parbhani district,316441,19.75148,75.713888
maharashtra,2020,4,mumbai suburban district,3609970,19.75148,75.713888
maharashtra,2020,4,hingoli district,170844,19.75148,75.713888
maharashtra,2020,4,ratnagiri district,259813,19.75148,75.713888
maharashtra,2020,4,nanded district,574606,19.75148,75.713888
maharashtra,2020,4,osmanabad district,337291,19.75148,75.713888
maharashtra,2020,4,nagpur district,1637270,19.75148,75.713888
maharashtra,2020,4,buldhana district,487832,19.75148,75.713888
maharashtra,2020,4,nashik district,1907318,19.75148,75.713888
maharashtra,2020,4,akola district,332597,19.75148,75.713888
maharashtra,2020,4,yavatmal district,379678,19.75148,75.713888
maharashtra,2020,4,aurangabad district,1355656,19.75148,75.713888
maharashtra,2020,4,amravati district,613354,19.75148,75.713888
maharashtra,2020,4,washim district,183624,19.75148,75.713888
maharashtra,2020,4,sangli district,655430,19.75148,75.713888
maharashtra,2020,4,gadchiroli district,129535,19.75148,75.713888
maharashtra,2020,4,raigad district,1103959,19.75148,75.713888
maharashtra,2020,4,palghar district,1136061,19.75148,75.713888
maharashtra,2020,4,jalna district,380761,19.75148,75.713888
maharashtra,2020,4,gondia district,207793,19.75148,75.713888
maharashtra,2020,4,ahmednagar district,1237321,19.75148,75.713888
maharashtra,2020,4,pune district,6033615,19.75148,75.713888
maharashtra,2020,4,beed district,502927,19.75148,75.713888
maharashtra,2020,4,satara district,776616,19.75148,75.713888
maharashtra,2021,1,jalgaon district,880235,19.75148,75.713888
maharashtra,2021,1,latur district,582713,19.75148,75.713888
maharashtra,2021,1,thane district,4014464,19.75148,75.713888
maharashtra,2021,1,bhandara district,241307,19.75148,75.713888
maharashtra,2021,1,nandurbar district,200690,19.75148,75.713888
maharashtra,2021,1,chandrapur district,433697,19.75148,75.713888
maharashtra,2021,1,kolhapur district,1048158,19.75148,75.713888
maharashtra,2021,1,solapur district,1199130,19.75148,75.713888
maharashtra,2021,1,mumbai district,1450548,19.75148,75.713888
maharashtra,2021,1,sindhudurg district,158487,19.75148,75.713888
maharashtra,2021,1,dhule district,391549,19.75148,75.713888
maharashtra,2021,1,wardha district,281356,19.75148,75.713888
maharashtra,2021,1,parbhani district,341747,19.75148,75.713888
maharashtra,2021,1,mumbai suburban district,3886500,19.75148,75.713888
maharashtra,2021,1,hingoli district,184818,19.75148,75.713888
maharashtra,2021,1,ratnagiri district,279598,19.75148,75.713888
maharashtra,2021,1,nanded district,620908,19.75148,75.713888
maharashtra,2021,1,osmanabad district,363717,19.75148,75.713888
maharashtra,2021,1,nagpur district,1761562,19.75148,75.713888
maharashtra,2021,1,buldhana district,526980,19.75148,75.713888
maharashtra,2021,1,nashik district,2049293,19.75148,75.713888
maharashtra,2021,1,akola district,359424,19.75148,75.713888
maharashtra,2021,1,yavatmal district,411242,19.75148,75.713888
maharashtra,2021,1,aurangabad district,1456891,19.75148,75.713888
maharashtra,2021,1,amravati district,660582,19.75148,75.713888
maharashtra,2021,1,washim district,199116,19.75148,75.713888
maharashtra,2021,1,sangli district,706867,19.75148,75.713888
maharashtra,2021,1,gadchiroli district,140084,19.75148,75.713888
maharashtra,2021,1,raigad district,1189907,19.75148,75.713888
maharashtra,2021,1,palghar district,1225423,19.75148,75.713888
maharashtra,2021,1,jalna district,411010,19.75148,75.713888
maharashtra,2021,1,gondia district,224168,19.75148,75.713888
maharashtra,2021,1,ahmednagar district,1333477,19.75148,75.713888
maharashtra,2021,1,pune district,6481971,19.75148,75.713888
maharashtra,2021,1,beed district,543616,19.75148,75.713888
maharashtra,2021,1,satara district,836302,19.75148,75.713888
maharashtra,2021,2,jalgaon district,943259,19.75148,75.713888
maharashtra,2021,2,latur district,624744,19.75148,75.713888
maharashtra,2021,2,thane district,4290066,19.75148,75.713888
maharashtra,2021,2,bhandara district,258606,19.75148,75.713888
maharashtra,2021,2,nandurbar district,215867,19.75148,75.713888
maharashtra,2021,2,chandrapur district,465162,19.75148,75.713888
maharashtra,2021,2,kolhapur district,1120732,19.75148,75.713888
maharashtra,2021,2,solapur district,1283601,19.75148,75.713888
maharashtra,2021,2,mumbai district,1549784,19.75148,75.713888
maharashtra,2021,2,sindhudurg district,169850,19.75148,75.713888
maharashtra,2021,2,dhule district,420452,19.75148,75.713888
maharashtra,2021,2,wardha district,301303,19.75148,75.713888
maharashtra,2021,2,parbhani district,366307,19.75148,75.713888
maharashtra,2021,2,mumbai suburban district,4151227,19.75148,75.713888
maharashtra,2021,2,hingoli district,198989,19.75148,75.713888
maharashtra,2021,2,ratnagiri district,299931,19.75148,75.713888
maharashtra,2021,2,nanded district,666016,19.75148,75.713888
maharashtra,2021,2,osmanabad district,390287,19.75148,75.713888
maharashtra,2021,2,nagpur district,1883447,19.75148,75.713888
maharashtra,2021,2,buldhana district,565868,19.75148,75.713888
maharashtra,2021,2,nashik district,2191882,19.75148,75.713888
maharashtra,2021,2,akola district,385734,19.75148,75.713888
maharashtra,2021,2,yavatmal district,442623,19.75148,75.713888
maharashtra,2021,2,aurangabad district,1557693,19.75148,75.713888
maharashtra,2021,2,amravati district,708106,19.75148,75.713888
maharashtra,2021,2,washim district,214281,19.75148,75.713888
maharashtra,2021,2,sangli district,756769,19.75148,75.713888
maharashtra,2021,2,gadchiroli district,150715,19.75148,75.713888
maharashtra,2021,2,raigad district,1272744,19.75148,75.713888
maharashtra,2021,2,palghar district,1312388,19.75148,75.713888
maharashtra,2021,2,jalna district,441936,19.75148,75.713888
maharashtra,2021,2,gondia district,240700,19.75148,75.713888
maharashtra,2021,2,ahmednagar district,1429562,19.75148,75.713888
maharashtra,2021,2,pune district,6915820,19.75148,75.713888
maharashtra,2021,2,beed district,583148,19.75148,75.713888
maharashtra,2021,2,satara district,895098,19.75148,75.713888
maharashtra,2021,3,jalgaon district,1015954,19.75148,75.713888
maharashtra,2021,3,latur district,672411,19.75148,75.713888
maharashtra,2021,3,thane district,4597394,19.75148,75.713888
maharashtra,2021,3,bhandara district,278950,19.75148,75.713888
maharashtra,2021,3,nandurbar district,233351,19.75148,75.713888
maharashtra,2021,3,chandrapur district,501428,19.75148,75.713888
maharashtra,2021,3,kolhapur district,1201767,19.75148,75.713888
maharashtra,2021,3,solapur district,1380100,19.75148,75.713888
maharashtra,2021,3,mumbai district,1659663,19.75148,75.713888
maharashtra,2021,3,sindhudurg district,182992,19.75148,75.713888
maharashtra,2021,3,dhule district,453563,19.75148,75.713888
maharashtra,2021,3,wardha district,324042,19.75148,75.713888
maharashtra,2021,3,parbhani district,394690,19.75148,75.713888
maharashtra,2021,3,mumbai suburban district,4444495,19.75148,75.713888
maharashtra,2021,3,hingoli district,215433,19.75148,75.713888
maharashtra,2021,3,ratnagiri district,322959,19.75148,75.713888
maharashtra,2021,3,nanded district,718196,19.75148,75.713888
maharashtra,2021,3,osmanabad district,420827,19.75148,75.713888
maharashtra,2021,3,nagpur district,2020264,19.75148,75.713888
maharashtra,2021,3,buldhana district,610959,19.75148,75.713888
maharashtra,2021,3,nashik district,2352259,19.75148,75.713888
maharashtra,2021,3,akola district,415627,19.75148,75.713888
maharashtra,2021,3,yavatmal district,479110,19.75148,75.713888
maharashtra,2021,3,aurangabad district,1671665,19.75148,75.713888
maharashtra,2021,3,amravati district,762967,19.75148,75.713888
maharashtra,2021,3,washim district,232323,19.75148,75.713888
maharashtra,2021,3,sangli district,812828,19.75148,75.713888
maharashtra,2021,3,gadchiroli district,163308,19.75148,75.713888
maharashtra,2021,3,raigad district,1365513,19.75148,75.713888
