State,Transaction_Year,Quarter,District,RegisteredUsers,latitude,longitude
maharashtra,2021,3,palghar district,1410321,19.75148,75.713888
maharashtra,2021,3,jalna district,477979,19.75148,75.713888
maharashtra,2021,3,gondia district,260029,19.75148,75.713888
maharashtra,2021,3,ahmednagar district,1539300,19.75148,75.713888
maharashtra,2021,3,pune district,7398336,19.75148,75.713888
maharashtra,2021,3,beed district,628912,19.75148,75.713888
maharashtra,2021,3,satara district,961302,19.75148,75.713888
maharashtra,2021,4,jalgaon district,1087090,19.75148,75.713888
maharashtra,2021,4,latur district,719450,19.75148,75.713888
maharashtra,2021,4,thane district,4906492,19.75148,75.713888
maharashtra,2021,4,bhandara district,298697,19.75148,75.713888
maharashtra,2021,4,nandurbar district,250332,19.75148,75.713888
maharashtra,2021,4,chandrapur district,537212,19.75148,75.713888
maharashtra,2021,4,kolhapur district,1282234,19.75148,75.713888
maharashtra,2021,4,solapur district,1475291,19.75148,75.713888
maharashtra,2021,4,mumbai district,1770325,19.75148,75.713888
maharashtra,2021,4,sindhudurg district,195901,19.75148,75.713888
maharashtra,2021,4,dhule district,485968,19.75148,75.713888
maharashtra,2021,4,wardha district,346618,19.75148,75.713888
maharashtra,2021,4,parbhani district,422969,19.75148,75.713888
maharashtra,2021,4,mumbai suburban district,4740546,19.75148,75.713888
maharashtra,2021,4,hingoli district,231679,19.75148,75.713888
maharashtra,2021,4,ratnagiri district,345590,19.75148,75.713888
maharashtra,2021,4,nanded district,769599,19.75148,75.713888
maharashtra,2021,4,osmanabad district,450897,19.75148,75.713888
maharashtra,2021,4,nagpur district,2157149,19.75148,75.713888
maharashtra,2021,4,buldhana district,655296,19.75148,75.713888
maharashtra,2021,4,nashik district,2510393,19.75148,75.713888
maharashtra,2021,4,akola district,445026,19.75148,75.713888
maharashtra,2021,4,yavatmal district,514770,19.75148,75.713888
maharashtra,2021,4,aurangabad district,1786190,19.75148,75.713888
maharashtra,2021,4,amravati district,816701,19.75148,75.713888
maharashtra,2021,4,washim district,249576,19.75148,75.713888
maharashtra,2021,4,sangli district,868213,19.75148,75.713888
maharashtra,2021,4,gadchiroli district,175431,19.75148,75.713888
maharashtra,2021,4,raigad district,1457720,19.75148,75.713888
maharashtra,2021,4,palghar district,1508500,19.75148,75.713888
maharashtra,2021,4,jalna district,513160,19.75148,75.713888
maharashtra,2021,4,gondia district,278573,19.75148,75.713888
maharashtra,2021,4,ahmednagar district,1646991,19.75148,75.713888
maharashtra,2021,4,pune district,7880431,19.75148,75.713888
maharashtra,2021,4,beed district,674258,19.75148,75.713888
maharashtra,2021,4,satara district,1027238,19.75148,75.713888
maharashtra,2022,1,jalgaon district,1156268,19.75148,75.713888
maharashtra,2022,1,latur district,764670,19.75148,75.713888
maharashtra,2022,1,thane district,5196050,19.75148,75.713888
maharashtra,2022,1,bhandara district,317709,19.75148,75.713888
maharashtra,2022,1,nandurbar district,266795,19.75148,75.713888
maharashtra,2022,1,chandrapur district,570979,19.75148,75.713888
maharashtra,2022,1,kolhapur district,1357916,19.75148,75.713888
maharashtra,2022,1,solapur district,1565902,19.75148,75.713888
maharashtra,2022,1,mumbai district,1873643,19.75148,75.713888
maharashtra,2022,1,sindhudurg district,208291,19.75148,75.713888
maharashtra,2022,1,dhule district,517310,19.75148,75.713888
maharashtra,2022,1,wardha district,368011,19.75148,75.713888
maharashtra,2022,1,parbhani district,450092,19.75148,75.713888
maharashtra,2022,1,mumbai suburban district,5017556,19.75148,75.713888
maharashtra,2022,1,hingoli district,247201,19.75148,75.713888
maharashtra,2022,1,ratnagiri district,366636,19.75148,75.713888
maharashtra,2022,1,nanded district,818876,19.75148,75.713888
maharashtra,2022,1,osmanabad district,479545,19.75148,75.713888
maharashtra,2022,1,nagpur district,2286011,19.75148,75.713888
maharashtra,2022,1,buldhana district,698097,19.75148,75.713888
maharashtra,2022,1,nashik district,2661739,19.75148,75.713888
maharashtra,2022,1,akola district,473498,19.75148,75.713888
maharashtra,2022,1,yavatmal district,548600,19.75148,75.713888
maharashtra,2022,1,aurangabad district,1894797,19.75148,75.713888
maharashtra,2022,1,amravati district,868057,19.75148,75.713888
maharashtra,2022,1,washim district,266019,19.75148,75.713888
maharashtra,2022,1,sangli district,921182,19.75148,75.713888
maharashtra,2022,1,gadchiroli district,186967,19.75148,75.713888
maharashtra,2022,1,raigad district,1544883,19.75148,75.713888
maharashtra,2022,1,palghar district,1601518,19.75148,75.713888
maharashtra,2022,1,jalna district,547672,19.75148,75.713888
maharashtra,2022,1,gondia district,296361,19.75148,75.713888
maharashtra,2022,1,ahmednagar district,1749682,19.75148,75.713888
maharashtra,2022,1,pune district,8331582,19.75148,75.713888
maharashtra,2022,1,beed district,717334,19.75148,75.713888
maharashtra,2022,1,satara district,1090181,19.75148,75.713888
maharashtra,2022,2,jalgaon district,1220513,19.75148,75.713888
maharashtra,2022,2,latur district,806328,19.75148,75.713888
maharashtra,2022,2,thane district,5471749,19.75148,75.713888
maharashtra,2022,2,bhandara district,335385,19.75148,75.713888
maharashtra,2022,2,nandurbar district,281849,19.75148,75.713888
maharashtra,2022,2,chandrapur district,602491,19.75148,75.713888
maharashtra,2022,2,kolhapur district,1428752,19.75148,75.713888
maharashtra,2022,2,solapur district,1649511,19.75148,75.713888
maharashtra,2022,2,mumbai district,1972178,19.75148,75.713888
maharashtra,2022,2,sindhudurg district,219513,19.75148,75.713888
maharashtra,2022,2,dhule district,546411,19.75148,75.713888
maharashtra,2022,2,wardha district,387779,19.75148,75.713888
maharashtra,2022,2,parbhani district,475099,19.75148,75.713888
maharashtra,2022,2,mumbai suburban district,5281053,19.75148,75.713888
maharashtra,2022,2,hingoli district,261356,19.75148,75.713888
maharashtra,2022,2,ratnagiri district,386205,19.75148,75.713888
maharashtra,2022,2,nanded district,864519,19.75148,75.713888
maharashtra,2022,2,osmanabad district,505757,19.75148,75.713888
maharashtra,2022,2,nagpur district,2407812,19.75148,75.713888
maharashtra,2022,2,buldhana district,737963,19.75148,75.713888
maharashtra,2022,2,nashik district,2803471,19.75148,75.713888
maharashtra,2022,2,akola district,500054,19.75148,75.713888
maharashtra,2022,2,yavatmal district,579638,19.75148,75.713888
maharashtra,2022,2,aurangabad district,1996927,19.75148,75.713888
maharashtra,2022,2,amravati district,915589,19.75148,75.713888
maharashtra,2022,2,washim district,281323,19.75148,75.713888
maharashtra,2022,2,sangli district,970235,19.75148,75.713888
maharashtra,2022,2,gadchiroli district,197516,19.75148,75.713888
maharashtra,2022,2,raigad district,1626771,19.75148,75.713888
maharashtra,2022,2,palghar district,1689875,19.75148,75.713888
maharashtra,2022,2,jalna district,579234,19.75148,75.713888
maharashtra,2022,2,gondia district,313009,19.75148,75.713888
maharashtra,2022,2,ahmednagar district,1844168,19.75148,75.713888
maharashtra,2022,2,pune district,8757249,19.75148,75.713888
maharashtra,2022,2,beed district,757060,19.75148,75.713888
maharashtra,2022,2,satara district,1148444,19.75148,75.713888
maharashtra,2022,3,jalgaon district,1286175,19.75148,75.713888
maharashtra,2022,3,latur district,848269,19.75148,75.713888
maharashtra,2022,3,thane district,5757165,19.75148,75.713888
maharashtra,2022,3,bhandara district,353174,19.75148,75.713888
maharashtra,2022,3,nandurbar district,296795,19.75148,75.713888
maharashtra,2022,3,chandrapur district,634045,19.75148,75.713888
maharashtra,2022,3,kolhapur district,1502306,19.75148,75.713888
maharashtra,2022,3,solapur district,1733556,19.75148,75.713888
maharashtra,2022,3,mumbai district,2074701,19.75148,75.713888
maharashtra,2022,3,sindhudurg district,229975,19.75148,75.713888
maharashtra,2022,3,dhule district,575813,19.75148,75.713888
maharashtra,2022,3,wardha district,407248,19.75148,75.713888
maharashtra,2022,3,parbhani district,499848,19.75148,75.713888
maharashtra,2022,3,mumbai suburban district,5555095,19.75148,75.713888
maharashtra,2022,3,hingoli district,275473,19.75148,75.713888
maharashtra,2022,3,ratnagiri district,405070,19.75148,75.713888
maharashtra,2022,3,nanded district,910486,19.75148,75.713888
maharashtra,2022,3,osmanabad district,531671,19.75148,75.713888
maharashtra,2022,3,nagpur district,2532986,19.75148,75.713888
maharashtra,2022,3,buldhana district,777977,19.75148,75.713888
maharashtra,2022,3,nashik district,2948824,19.75148,75.713888
maharashtra,2022,3,akola district,526815,19.75148,75.713888
maharashtra,2022,3,yavatmal district,610128,19.75148,75.713888
maharashtra,2022,3,aurangabad district,2101234,19.75148,75.713888
maharashtra,2022,3,amravati district,963982,19.75148,75.713888
maharashtra,2022,3,washim district,296272,19.75148,75.713888
maharashtra,2022,3,sangli district,1019817,19.75148,75.713888
maharashtra,2022,3,gadchiroli district,207786,19.75148,75.713888
maharashtra,2022,3,raigad district,1710945,19.75148,75.713888
maharashtra,2022,3,palghar district,1781265,19.75148,75.713888
maharashtra,2022,3,jalna district,610313,19.75148,75.713888
maharashtra,2022,3,gondia district,329157,19.75148,75.713888
maharashtra,2022,3,ahmednagar district,1940071,19.75148,75.713888
maharashtra,2022,3,pune district,9194074,19.75148,75.713888
maharashtra,2022,3,beed district,796486,19.75148,75.713888
maharashtra,2022,3,satara district,1207605,19.75148,75.713888
maharashtra,2022,4,jalgaon district,1347408,19.75148,75.713888
maharashtra,2022,4,latur district,887351,19.75148,75.713888
maharashtra,2022,4,thane district,6042267,19.75148,75.713888
maharashtra,2022,4,bhandara district,369204,19.75148,75.713888
maharashtra,2022,4,nandurbar district,310094,19.75148,75.713888
maharashtra,2022,4,chandrapur district,662924,19.75148,75.713888
maharashtra,2022,4,kolhapur district,1571012,19.75148,75.713888
maharashtra,2022,4,solapur district,1811044,19.75148,75.713888
maharashtra,2022,4,mumbai district,2178155,19.75148,75.713888
maharashtra,2022,4,sindhudurg district,238677,19.75148,75.713888
maharashtra,2022,4,dhule district,603068,19.75148,75.713888
maharashtra,2022,4,wardha district,425327,19.75148,75.713888
maharashtra,2022,4,parbhani district,522880,19.75148,75.713888
maharashtra,2022,4,mumbai suburban district,5831539,19.75148,75.713888
maharashtra,2022,4,hingoli district,287777,19.75148,75.713888
maharashtra,2022,4,ratnagiri district,421696,19.75148,75.713888
maharashtra,2022,4,nanded district,952368,19.75148,75.713888
maharashtra,2022,4,osmanabad district,555058,19.75148,75.713888
maharashtra,2022,4,nagpur district,2655029,19.75148,75.713888
maharashtra,2022,4,buldhana district,814274,19.75148,75.713888
maharashtra,2022,4,nashik district,3086721,19.75148,75.713888
maharashtra,2022,4,akola district,551450,19.75148,75.713888
maharashtra,2022,4,yavatmal district,636910,19.75148,75.713888
maharashtra,2022,4,aurangabad district,2201353,19.75148,75.713888
maharashtra,2022,4,amravati district,1009815,19.75148,75.713888
maharashtra,2022,4,washim district,309651,19.75148,75.713888
maharashtra,2022,4,sangli district,1065081,19.75148,75.713888
maharashtra,2022,4,gadchiroli district,216959,19.75148,75.713888
maharashtra,2022,4,raigad district,1791713,19.75148,75.713888
maharashtra,2022,4,palghar district,1870957,19.75148,75.713888
maharashtra,2022,4,jalna district,638204,19.75148,75.713888
maharashtra,2022,4,gondia district,343702,19.75148,75.713888
maharashtra,2022,4,ahmednagar district,2027819,19.75148,75.713888
maharashtra,2022,4,pune district,9622338,19.75148,75.713888
maharashtra,2022,4,beed district,832340,19.75148,75.713888
maharashtra,2022,4,satara district,1261863,19.75148,75.713888
manipur,2018,1,kangpokpi district,1439,24.663717,93.906269
manipur,2018,1,noney district,216,24.663717,93.906269
manipur,2018,1,imphal east district,6759,24.663717,93.906269
manipur,2018,1,thoubal district,2764,24.663717,93.906269
manipur,2018,1,kakching district,915,24.663717,93.906269
manipur,2018,1,jiribam district,460,24.663717,93.906269
manipur,2018,1,ukhrul district,602,24.663717,93.906269
manipur,2018,1,tamenglong district,550,24.663717,93.906269
manipur,2018,1,kamjong district,108,24.663717,93.906269
manipur,2018,1,chandel district,452,24.663717,93.906269
manipur,2018,1,bishnupur district,2371,24.663717,93.906269
manipur,2018,1,senapati district,85,24.663717,93.906269
manipur,2018,1,pherzawl district,24,24.663717,93.906269
manipur,2018,1,churachandpur district,1524,24.663717,93.906269
manipur,2018,1,tengnoupal district,352,24.663717,93.906269
manipur,2018,1,imphal west district,11304,24.663717,93.906269
manipur,2018,2,kangpokpi district,2183,24.663717,93.906269
manipur,2018,2,noney district,351,24.663717,93.906269
manipur,2018,2,imphal east district,10390,24.663717,93.906269
manipur,2018,2,thoubal district,4771,24.663717,93.906269
manipur,2018,2,kakching district,1571,24.663717,93.906269
manipur,2018,2,jiribam district,732,24.663717,93.906269
manipur,2018,2,ukhrul district,905,24.663717,93.906269
manipur,2018,2,tamenglong district,824,24.663717,93.906269
manipur,2018,2,kamjong district,144,24.663717,93.906269
manipur,2018,2,chandel district,706,24.663717,93.906269
manipur,2018,2,bishnupur district,3751,24.663717,93.906269
manipur,2018,2,senapati district,155,24.663717,93.906269
manipur,2018,2,pherzawl district,38,24.663717,93.906269
manipur,2018,2,churachandpur district,2362,24.663717,93.906269
manipur,2018,2,tengnoupal district,631,24.663717,93.906269
manipur,2018,2,imphal west district,16541,24.663717,93.906269
manipur,2018,3,kangpokpi district,3073,24.663717,93.906269
manipur,2018,3,noney district,504,24.663717,93.906269
manipur,2018,3,imphal east district,13541,24.663717,93.906269
manipur,2018,3,thoubal district,6112,24.663717,93.906269
manipur,2018,3,kakching district,2326,24.663717,93.906269
manipur,2018,3,jiribam district,1086,24.663717,93.906269
manipur,2018,3,ukhrul district,1346,24.663717,93.906269
manipur,2018,3,tamenglong district,1268,24.663717,93.906269
manipur,2018,3,kamjong district,213,24.663717,93.906269
manipur,2018,3,chandel district,962,24.663717,93.906269
manipur,2018,3,bishnupur district,5106,24.663717,93.906269
manipur,2018,3,senapati district,229,24.663717,93.906269
manipur,2018,3,pherzawl district,51,24.663717,93.906269
manipur,2018,3,churachandpur district,3420,24.663717,93.906269
manipur,2018,3,tengnoupal district,1002,24.663717,93.906269
manipur,2018,3,imphal west district,21696,24.663717,93.906269
manipur,2018,4,kangpokpi district,4249,24.663717,93.906269
manipur,2018,4,noney district,716,24.663717,93.906269
manipur,2018,4,imphal east district,17777,24.663717,93.906269
manipur,2018,4,thoubal district,8027,24.663717,93.906269
manipur,2018,4,kakching district,3153,24.663717,93.906269
manipur,2018,4,jiribam district,1393,24.663717,93.906269
manipur,2018,4,ukhrul district,1842,24.663717,93.906269
manipur,2018,4,tamenglong district,1712,24.663717,93.906269
manipur,2018,4,kamjong district,290,24.663717,93.906269
manipur,2018,4,chandel district,1342,24.663717,93.906269
manipur,2018,4,bishnupur district,7049,24.663717,93.906269
manipur,2018,4,senapati district,337,24.663717,93.906269
manipur,2018,4,pherzawl district,68,24.663717,93.906269
manipur,2018,4,churachandpur district,4951,24.663717,93.906269
